Date,Open,High,Low,Close,Volume,CPI,GLD,IEF,USO,UUP,VIXY
2011-02-03,1302.77001953125,1308.5999755859375,1294.8299560546875,1307.0999755859375,4370990000,25.4,132.2,92.38,38.09,22.355,65.0
2011-02-04,1307.010009765625,1311.0,1301.6700439453125,1310.8699951171875,3925950000,25.4099,131.66,91.81,37.34,22.4325,63.47
2011-02-07,1311.8499755859375,1322.8499755859375,1311.8499755859375,1319.050048828125,3902270000,25.44,131.68,91.77,36.66,22.4325,62.302
2011-02-08,1318.760009765625,1324.8699951171875,1316.030029296875,1324.5699462890625,3881530000,25.43,133.14,91.14,36.64,22.405,61.45
2011-02-09,1322.47998046875,1324.5400390625,1314.8900146484375,1320.8800048828125,3922240000,25.4,133.07,91.66,36.5,22.31,61.75
2011-02-10,1318.1300048828125,1322.780029296875,1311.739990234375,1321.8699951171875,4184610000,25.3402,132.85,91.36,36.54,22.49,61.7
2011-02-11,1318.6600341796875,1330.7900390625,1316.0799560546875,1329.1500244140625,4219300000,25.39,132.3225,91.78,36.05,22.5475,60.7
2011-02-14,1328.72998046875,1332.9599609375,1326.9000244140625,1332.3199462890625,3567040000,25.4,132.95,91.81,35.88,22.58,60.159
2011-02-15,1330.4300537109375,1330.4300537109375,1324.6099853515625,1328.010009765625,3926860000,25.38,133.97,92.02,35.39,22.6,60.97
2011-02-16,1329.510009765625,1337.6099853515625,1329.510009765625,1336.3199462890625,1966450000,25.326,134.1,91.89,35.53,22.47,61.69
2011-02-17,1334.3699951171875,1341.5,1331.0,1340.4300537109375,1966450000,25.33,135.04,92.23,36.06,22.41,62.29
2011-02-18,1340.3800048828125,1344.0699462890625,1338.1199951171875,1343.010009765625,1162310000,25.4001,135.41,92.21,36.36,22.3025,62.942
2011-02-22,1338.9100341796875,1338.9100341796875,1312.3299560546875,1315.43994140625,1322780000,25.31,136.29,93.1,38.49,22.3575,70.802
2011-02-23,1315.43994140625,1317.9100341796875,1299.550048828125,1307.4000244140625,1330340000,25.37,137.51,92.87,39.8,22.23,73.9299
2011-02-24,1307.0899658203125,1310.9100341796875,1294.260009765625,1306.0999755859375,1222900000,25.39,136.48,93.11,38.97,22.15,72.95
2011-02-25,1307.3399658203125,1320.6099853515625,1307.3399658203125,1319.8800048828125,3836030000,25.43,137.384,93.41,39.68,22.185,68.49
2011-02-28,1321.6099853515625,1329.3800048828125,1320.550048828125,1327.219970703125,1252850000,25.43,137.661,93.37,39.19,22.09,65.54
2011-03-01,1328.6400146484375,1332.0899658203125,1306.1400146484375,1306.3299560546875,1180420000,25.42,140.03,93.26,40.48,22.12,70.33
2011-03-02,1305.469970703125,1314.18994140625,1302.5799560546875,1308.43994140625,1025000000,25.42,139.917,92.77,41.39,22.0,70.6
2011-03-03,1312.3699951171875,1332.280029296875,1312.3699951171875,1330.969970703125,4340470000,25.3916,138.09,92.14,41.18,21.97,66.95
2011-03-04,1330.72998046875,1331.0799560546875,1312.5899658203125,1321.1500244140625,4223740000,25.4199,139.35,92.8,42.33,21.935,68.86
2011-03-07,1322.719970703125,1327.6800537109375,1303.989990234375,1310.1300048828125,3964730000,25.43,139.721,92.57,42.37,21.96,70.61
2011-03-08,1311.050048828125,1325.739990234375,1306.8599853515625,1321.8199462890625,4531420000,25.35,139.36,92.35,42.31,22.0575,69.0699
2011-03-09,1319.9200439453125,1323.2099609375,1312.27001953125,1320.02001953125,3709520000,25.35,139.41,92.89,42.05,22.02,69.99
2011-03-10,1315.719970703125,1315.719970703125,1294.2099609375,1295.1099853515625,4723020000,25.29,137.77,93.68,41.4,22.19,73.5372
2011-03-11,1293.4300537109375,1308.3499755859375,1291.989990234375,1304.280029296875,3740400000,25.402,138.22,93.46,40.69,22.03,71.52
2011-03-14,1301.18994140625,1301.18994140625,1286.3699951171875,1296.3900146484375,4050370000,25.3985,138.86,93.67,40.91,21.92,72.46
2011-03-15,1288.4599609375,1288.4599609375,1261.1199951171875,1281.8699951171875,5201400000,25.31,136.27,94.01,39.39,21.94,75.3801
2011-03-16,1279.4599609375,1280.9100341796875,1249.050048828125,1256.8800048828125,5833000000,25.33,136.24,94.81,39.679,22.01,82.159
2011-03-17,1261.6099853515625,1278.8800048828125,1261.6099853515625,1273.719970703125,4134950000,25.36,136.97,94.52,40.6921,21.82,79.09
2011-03-18,1276.7099609375,1288.8800048828125,1276.1800537109375,1279.2099609375,4685500000,25.39,138.37,94.46,40.97,21.72,76.71
2011-03-21,1281.6500244140625,1300.5799560546875,1281.6500244140625,1298.3800048828125,4223730000,25.376,139.14,93.97,41.13,21.65,70.71
2011-03-22,1298.2900390625,1299.3499755859375,1292.699951171875,1293.77001953125,3576550000,25.42,139.05,94.02,41.93,21.655,70.11
2011-03-23,1292.18994140625,1300.510009765625,1284.050048828125,1297.5400390625,3842350000,25.3996,140.34,93.9,42.11,21.78,67.73
2011-03-24,1300.6099853515625,1311.3399658203125,1297.739990234375,1309.6600341796875,4223740000,25.4016,139.22,93.42,42.05,21.73,65.93
2011-03-25,1311.800048828125,1319.1800537109375,1310.1500244140625,1313.800048828125,4223740000,25.43,139.26,93.17,42.18,21.875,65.87
2011-03-28,1315.449951171875,1319.739990234375,1310.18994140625,1310.18994140625,3215170000,25.4116,138.54,93.2,41.42,21.86,66.71
2011-03-29,1309.3699951171875,1319.449951171875,1305.260009765625,1319.43994140625,3482580000,25.4184,138.21,92.93,41.83,21.85,65.109
2011-03-30,1321.8900146484375,1331.739990234375,1321.8900146484375,1328.260009765625,3809570000,25.412,138.67,93.25,41.66,21.83,63.88
2011-03-31,1327.43994140625,1329.77001953125,1325.030029296875,1325.8299560546875,3566270000,25.462,139.86,93.01,42.6,21.79,63.75
2011-04-01,1329.47998046875,1337.8499755859375,1328.8900146484375,1332.4100341796875,4223740000,25.47,139.2,92.96,43.17,21.77,63.16
2011-04-04,1333.56005859375,1336.739990234375,1329.0999755859375,1332.8699951171875,4223740000,25.462,139.84,93.17,43.26,21.77,62.6
2011-04-05,1332.030029296875,1338.2099609375,1330.030029296875,1332.6300048828125,3852280000,25.42,142.05,92.7,43.1,21.78,61.43
2011-04-06,1335.93994140625,1339.3800048828125,1331.0899658203125,1335.5400390625,4223740000,25.4444,142.38,92.3,43.37,21.66,61.16
2011-04-07,1334.8199462890625,1338.800048828125,1326.56005859375,1333.510009765625,4005600000,25.4556,142.51,92.31,43.99,21.67,61.69
2011-04-08,1336.1600341796875,1339.4599609375,1322.93994140625,1328.1700439453125,3582810000,25.4441,143.66,92.04,45.15,21.5,62.83
2011-04-11,1329.010009765625,1333.77001953125,1321.06005859375,1324.4599609375,3478970000,25.459,142.64,92.16,43.64,21.53,62.19
2011-04-12,1321.9599609375,1321.9599609375,1309.510009765625,1314.1600341796875,4275490000,25.4,141.61,92.68,42.3,21.48,62.78
2011-04-13,1314.030029296875,1321.3499755859375,1309.18994140625,1314.4100341796875,3850860000,25.43,141.9,93.04,42.75,21.5,61.69
2011-04-14,1311.1300048828125,1316.7900390625,1302.4200439453125,1314.52001953125,3872630000,25.411,143.81,92.73,43.28,21.42,61.12
2011-04-15,1314.5400390625,1322.8800048828125,1313.6800537109375,1319.6800537109375,4223740000,25.45,145.05,93.41,43.71,21.46,59.76
2011-04-18,1313.3499755859375,1313.3499755859375,1294.699951171875,1305.1400146484375,4223740000,25.448,145.93,93.64,42.88,21.66,61.15
2011-04-19,1305.989990234375,1312.699951171875,1303.969970703125,1312.6199951171875,3886300000,25.42,145.93,93.76,42.95,21.53,58.07
2011-04-20,1319.1199951171875,1332.6600341796875,1319.1199951171875,1330.3599853515625,4236280000,25.4765,146.5,93.39,44.22,21.32,55.67
2011-04-21,1333.22998046875,1337.489990234375,1332.8299560546875,1337.3800048828125,3587240000,25.49,146.74,93.46,44.57,21.235,54.05
2011-04-25,1337.1400146484375,1337.550048828125,1331.469970703125,1335.25,2142130000,25.497,146.87,93.79,44.53,21.21,52.82
2011-04-26,1336.75,1349.550048828125,1336.75,1347.239990234375,3908060000,25.4832,146.38,94.19,44.48,21.16,51.66
2011-04-27,1348.4300537109375,1357.489990234375,1344.25,1355.6600341796875,4051570000,25.4984,149.2,93.92,45.02,21.02,50.97
2011-04-28,1353.8599853515625,1361.7099609375,1353.5999755859375,1360.47998046875,4036820000,25.5782,149.82,94.28,44.83,20.96,50.25
2011-04-29,1360.1400146484375,1364.56005859375,1358.68994140625,1363.6099853515625,3479070000,25.6016,152.37,94.47,45.15,20.95,50.39
2011-05-02,1365.2099609375,1370.5799560546875,1358.5899658203125,1361.219970703125,3846250000,25.57,150.414,94.2,44.93,20.97,51.77
2011-05-03,1359.760009765625,1360.8399658203125,1349.52001953125,1356.6199951171875,4223740000,25.57,149.88,94.45,44.08,20.965,52.94
2011-05-04,1355.9000244140625,1355.9000244140625,1341.5,1347.3199462890625,4223740000,25.491,147.73,94.69,43.26,20.96,53.5
2011-05-05,1344.1600341796875,1348.0,1329.1700439453125,1335.0999755859375,3846250000,25.441,143.47,95.16,39.32,21.27,55.07
2011-05-06,1340.239990234375,1354.3599853515625,1335.5799560546875,1340.199951171875,4223740000,25.37,145.3,95.21,38.87,21.43,53.82
2011-05-09,1340.199951171875,1349.43994140625,1338.6400146484375,1346.2900390625,4265250000,25.4899,147.38,95.35,40.87,21.4,52.02
2011-05-10,1348.3399658203125,1359.43994140625,1348.3399658203125,1357.1600341796875,4223740000,25.477,147.9,94.89,41.08,21.38,50.19
2011-05-11,1354.510009765625,1354.510009765625,1336.3599853515625,1342.0799560546875,3846250000,25.3901,146.54,95.23,39.35,21.58,51.18
2011-05-12,1339.3900146484375,1351.050048828125,1332.030029296875,1348.6500244140625,3777210000,25.39,146.59,95.02,39.28,21.54,50.62
2011-05-13,1348.68994140625,1350.469970703125,1333.3599853515625,1337.77001953125,3426660000,25.433,145.63,95.39,39.44,21.69,51.3
2011-05-16,1334.77001953125,1343.3299560546875,1327.3199462890625,1329.469970703125,3846250000,25.33,145.37,95.62,38.51,21.62,52.3
2011-05-17,1326.0999755859375,1330.4200439453125,1318.510009765625,1328.97998046875,4053970000,25.3699,144.74,95.9,38.55,21.6,51.37
2011-05-18,1328.5400390625,1341.8199462890625,1326.5899658203125,1340.6800537109375,3922030000,25.35,145.6,95.35,39.5,21.59,49.95
2011-05-19,1342.4000244140625,1346.8199462890625,1336.3599853515625,1343.5999755859375,3626110000,25.37,145.65,95.45,39.07,21.5,48.76
2011-05-20,1342.0,1342.0,1330.6700439453125,1333.27001953125,4066020000,25.43,147.49,95.68,39.47,21.65,49.34
2011-05-23,1333.0699462890625,1333.0699462890625,1312.8800048828125,1317.3699951171875,3255580000,25.43,147.83,95.81,38.47,21.79,50.99
2011-05-24,1317.699951171875,1323.719970703125,1313.8699951171875,1316.280029296875,3846250000,25.39,148.59,95.91,39.28,21.73,50.9
2011-05-25,1316.3599853515625,1325.8599853515625,1311.800048828125,1320.469970703125,4109670000,25.35,148.58,95.92,39.93,21.71,49.442
2011-05-26,1320.6400146484375,1328.510009765625,1314.4100341796875,1325.68994140625,3259470000,25.42,148.22,96.45,39.6,21.62,48.4
2011-05-27,1325.68994140625,1334.6199951171875,1325.68994140625,1331.0999755859375,3124560000,25.4101,149.7,96.44,39.71,21.44,47.55
2011-05-31,1331.0999755859375,1345.199951171875,1331.0999755859375,1345.199951171875,4696240000,25.47,149.64,96.59,40.5,21.339,46.19
2011-06-01,1345.199951171875,1345.199951171875,1313.7099609375,1314.550048828125,4241090000,25.428,149.91,97.14,39.52,21.39,49.1101
2011-06-02,1314.550048828125,1318.030029296875,1305.6099853515625,1312.93994140625,3762170000,25.38,149.5,96.56,39.68,21.25,48.51
2011-06-03,1312.93994140625,1312.93994140625,1297.9000244140625,1300.1600341796875,3505030000,25.3952,150.22,96.94,39.66,21.09,48.54
2011-06-06,1300.260009765625,1300.260009765625,1284.719970703125,1286.1700439453125,3555980000,25.34,150.48,96.88,39.0,21.15,49.33
2011-06-07,1286.31005859375,1296.219970703125,1284.739990234375,1284.93994140625,3846250000,25.36,150.42,97.06,39.05,21.03,48.69
2011-06-08,1284.6300048828125,1287.0400390625,1277.4200439453125,1279.56005859375,3970810000,25.32,149.81,97.27,39.85,21.13,49.501
2011-06-09,1279.6300048828125,1294.5400390625,1279.6300048828125,1289.0,3332510000,25.34,150.56,96.88,40.14,21.2,47.91
2011-06-10,1288.5999755859375,1288.5999755859375,1268.280029296875,1270.97998046875,3846250000,25.33,149.24,97.19,39.07,21.4,49.58
2011-06-13,1271.31005859375,1277.0400390625,1265.6400146484375,1271.8299560546875,4132520000,25.33,147.77,96.98,38.26,21.29,50.34
2011-06-14,1272.219970703125,1292.5,1272.219970703125,1287.8699951171875,3500280000,25.34,148.67,96.21,39.1,21.26,48.82
2011-06-15,1287.8699951171875,1287.8699951171875,1261.9000244140625,1265.4200439453125,4070500000,25.3462,149.12,97.25,37.58,21.602,52.92
2011-06-16,1265.530029296875,1274.1099853515625,1258.0699462890625,1267.6400146484375,3846250000,25.36,148.97,97.52,37.42,21.59,55.73
2011-06-17,1268.5799560546875,1279.8199462890625,1267.4000244140625,1271.5,4916460000,25.46,149.94,97.45,36.63,21.45,54.65
2011-06-20,1271.5,1280.4200439453125,1267.56005859375,1278.3599853515625,3464660000,25.35,150.03,97.3,36.72,21.45,52.21
2011-06-21,1278.4000244140625,1297.6199951171875,1278.4000244140625,1295.52001953125,4056150000,25.33,150.76,97.17,36.79,21.31,50.54
2011-06-22,1295.47998046875,1298.6099853515625,1286.7900390625,1287.1400146484375,3718420000,25.48,150.99,97.13,37.1,21.39,51.07
2011-06-23,1286.5999755859375,1286.5999755859375,1262.8699951171875,1283.5,4983450000,25.38,148.339,97.64,36.01,21.5,51.03
2011-06-24,1283.0400390625,1283.9300537109375,1267.239990234375,1268.449951171875,3665340000,25.27,146.26,98.05,35.81,21.63,53.13
2011-06-27,1268.43994140625,1284.9100341796875,1267.530029296875,1280.0999755859375,3479070000,25.31,145.73,97.67,35.64,21.53,52.2
2011-06-28,1280.2099609375,1296.800048828125,1280.2099609375,1296.6700439453125,3681500000,25.2912,146.24,96.77,36.42,21.45,50.14
2011-06-29,1296.8499755859375,1309.2099609375,1296.8499755859375,1307.4100341796875,4347540000,25.29,147.18,96.19,37.23,21.32,47.63
2011-06-30,1307.6400146484375,1321.969970703125,1307.6400146484375,1320.6400146484375,4200500000,25.33,146.001,95.86,37.24,21.22,45.68
2011-07-01,1320.6400146484375,1341.010009765625,1318.1800537109375,1339.6700439453125,3796930000,25.2401,144.93,95.39,37.15,21.2,43.85
2011-07-05,1339.5899658203125,1340.8900146484375,1334.300048828125,1337.8800048828125,3722320000,25.36,147.63,95.99,37.96,21.28,44.04
2011-07-06,1337.56005859375,1340.93994140625,1330.9200439453125,1339.219970703125,3564190000,25.32,148.91,96.16,37.89,21.41,44.72
2011-07-07,1339.6199951171875,1356.47998046875,1339.6199951171875,1353.219970703125,4069530000,25.32,149.15,95.79,38.61,21.37,43.5
2011-07-08,1352.3900146484375,1352.3900146484375,1333.7099609375,1343.800048828125,3594360000,25.4,150.25,96.81,37.8,21.42,43.98
2011-07-11,1343.31005859375,1343.31005859375,1316.4200439453125,1319.489990234375,3879130000,25.37,151.59,97.55,37.29,21.71,47.64
2011-07-12,1319.6099853515625,1327.1700439453125,1313.3299560546875,1313.6400146484375,4227890000,25.41,152.77,97.69,37.93,21.7,48.82
2011-07-13,1314.449951171875,1331.47998046875,1314.449951171875,1317.719970703125,4060080000,25.46,154.14,97.85,38.35,21.47,48.78
2011-07-14,1317.739990234375,1326.8800048828125,1306.510009765625,1308.8699951171875,4358570000,25.46,154.54,97.29,37.55,21.47,50.55
2011-07-15,1308.8699951171875,1317.699951171875,1307.52001953125,1316.1400146484375,4242760000,25.46,155.2,97.69,38.13,21.43,50.04
2011-07-18,1315.93994140625,1315.93994140625,1295.9200439453125,1305.43994140625,4118160000,25.47,156.57,97.63,37.59,21.48,51.11
2011-07-19,1307.0699462890625,1328.1400146484375,1307.0699462890625,1326.72998046875,4304600000,25.4001,154.66,98.0,38.25,21.43,48.64
2011-07-20,1328.6600341796875,1330.4300537109375,1323.6500244140625,1325.8399658203125,3767420000,25.47,156.02,97.52,38.4,21.33,47.63
2011-07-21,1325.6500244140625,1347.0,1325.6500244140625,1343.800048828125,4837430000,25.4,154.83,96.98,38.72,21.13,45.189
2011-07-22,1343.800048828125,1346.0999755859375,1336.949951171875,1345.02001953125,3522830000,25.4301,156.12,97.35,38.93,21.13,44.83
2011-07-25,1344.3199462890625,1344.3199462890625,1331.0899658203125,1337.4300537109375,3536890000,25.45,157.34,97.04,38.68,21.11,46.54
2011-07-26,1337.3900146484375,1338.510009765625,1329.5899658203125,1331.93994140625,4007050000,25.5,157.77,97.45,38.81,20.93,47.5
2011-07-27,1331.9100341796875,1331.9100341796875,1303.489990234375,1304.8900146484375,3479040000,25.49,157.19,97.29,37.97,21.09,50.31
2011-07-28,1304.8399658203125,1316.3199462890625,1299.1600341796875,1300.6700439453125,4951800000,25.479,157.32,97.48,37.91,21.13,51.47
2011-07-29,1300.1199951171875,1304.1600341796875,1282.8599853515625,1292.280029296875,5061190000,25.45,158.29,98.66,37.42,21.03,50.511
2011-08-01,1292.5899658203125,1307.3800048828125,1274.72998046875,1286.93994140625,4967390000,25.5,157.72,98.78,37.2,21.14,48.39
2011-08-02,1286.56005859375,1286.56005859375,1254.030029296875,1254.050048828125,5206290000,25.5,161.52,99.69,36.4,21.17,51.75
2011-08-03,1254.25,1261.199951171875,1234.56005859375,1260.3399658203125,6446940000,25.5249,161.49,99.77,35.86,21.07,52.06
2011-08-04,1260.22998046875,1260.22998046875,1199.5400390625,1200.0699462890625,4266530000,25.5199,160.64,101.09,33.726,21.4,62.3
2011-08-05,1200.280029296875,1218.1099853515625,1168.0899658203125,1199.3800048828125,5454590000,25.43,161.75,99.92,33.95,21.22,65.48
2011-08-08,1198.47998046875,1198.47998046875,1119.280029296875,1119.4599609375,2615150000,25.4745,167.119,101.51,31.51,21.25,75.07
2011-08-09,1120.22998046875,1172.8800048828125,1101.5400390625,1172.530029296875,2366660000,25.6156,168.61,102.1,31.62,21.07,67.64
2011-08-10,1171.77001953125,1171.77001953125,1118.010009765625,1120.760009765625,5018070000,25.63,174.58,103.45,31.78,21.25,75.79
2011-08-11,1121.300048828125,1186.2900390625,1121.300048828125,1172.6400146484375,3685050000,25.56,170.75,101.93,33.3,21.22,72.7
2011-08-12,1172.8699951171875,1189.0400390625,1170.739990234375,1178.81005859375,5640380000,25.55,169.97,102.64,33.23,21.22,73.22
2011-08-15,1178.8599853515625,1204.489990234375,1178.8599853515625,1204.489990234375,4272850000,25.6,171.8,102.26,34.22,21.0,69.08
2011-08-16,1204.219970703125,1204.219970703125,1180.530029296875,1192.760009765625,5071600000,25.6948,173.92,102.73,33.83,21.01,70.65
2011-08-17,1192.8900146484375,1208.469970703125,1184.3599853515625,1193.8900146484375,4388340000,25.75,174.42,103.45,34.01,20.96,72.06
2011-08-18,1189.6199951171875,1189.6199951171875,1131.030029296875,1140.6500244140625,3234810000,25.756,177.72,103.99,31.72,21.08,86.96
2011-08-19,1140.469970703125,1154.5400390625,1122.050048828125,1123.530029296875,5167560000,25.778,179.95,104.1,32.12,21.03,91.35
2011-08-22,1123.550048828125,1145.489990234375,1121.0899658203125,1123.8199462890625,5436260000,25.85,184.59,103.91,32.72,21.07,94.13
2011-08-23,1124.3599853515625,1162.3499755859375,1124.3599853515625,1162.3499755859375,5013170000,25.846,177.67,103.49,33.42,20.98,89.63
2011-08-24,1162.1600341796875,1178.56005859375,1156.300048828125,1177.5999755859375,5315310000,25.7399,171.646,102.38,33.08,21.02,87.81
2011-08-25,1176.68994140625,1190.6800537109375,1155.469970703125,1159.27001953125,5748420000,25.74,172.36,103.01,32.97,21.08,89.62
2011-08-26,1158.8499755859375,1181.22998046875,1135.9100341796875,1176.800048828125,5035320000,25.84,177.47,103.34,33.15,20.96,88.11
2011-08-29,1177.9100341796875,1210.280029296875,1177.9100341796875,1210.0799560546875,4228070000,25.83,173.89,102.66,33.96,20.93,82.5719
2011-08-30,1209.760009765625,1220.0999755859375,1195.77001953125,1212.9200439453125,4572570000,25.83,179.1,103.37,34.44,21.005,83.56
2011-08-31,1213.0,1230.7099609375,1209.3499755859375,1218.8900146484375,5267840000,25.83,177.72,103.0,34.51,21.07,83.71
2011-09-01,1219.1199951171875,1229.2900390625,1203.8499755859375,1204.4200439453125,4780410000,25.88,177.87,103.59,34.47,21.16,84.7652
2011-09-02,1203.9000244140625,1203.9000244140625,1170.56005859375,1173.969970703125,4401740000,25.96,183.238,104.54,33.64,21.22,89.04
2011-09-06,1173.969970703125,1173.969970703125,1140.1300048828125,1165.239990234375,5103980000,25.84,182.9,104.68,33.59,21.55,91.679
2011-09-07,1165.8499755859375,1198.6199951171875,1165.8499755859375,1198.6199951171875,4441040000,25.91,177.08,104.12,34.69,21.43,88.35
2011-09-08,1197.97998046875,1204.4000244140625,1183.3399658203125,1185.9000244140625,4465170000,25.87,181.81,104.63,34.46,21.65,89.7869
2011-09-09,1185.3699951171875,1185.3699951171875,1148.3699951171875,1154.22998046875,4586370000,25.92,180.7,105.14,33.85,21.91,98.3393
2011-09-12,1153.5,1162.52001953125,1136.0699462890625,1162.27001953125,5168550000,25.869,176.67,104.82,34.42,21.92,99.3
2011-09-13,1162.5899658203125,1176.4100341796875,1157.43994140625,1172.8699951171875,4681370000,25.83,178.54,104.51,34.85,21.85,98.22
2011-09-14,1173.3199462890625,1202.3800048828125,1162.72998046875,1188.6800537109375,4986740000,25.929,177.21,104.57,34.34,21.79,95.63
2011-09-15,1189.43994140625,1209.1099853515625,1189.43994140625,1209.1099853515625,4479730000,25.812,174.4,103.79,34.6,21.66,90.84
2011-09-16,1209.2099609375,1220.06005859375,1204.4599609375,1216.010009765625,5248890000,25.93,176.03,103.99,34.14,21.74,89.02
2011-09-19,1214.989990234375,1214.989990234375,1188.3599853515625,1204.0899658203125,4254190000,25.92,173.31,104.84,33.29,21.86,92.03
2011-09-20,1204.5,1220.3900146484375,1201.2900390625,1202.0899658203125,4315610000,25.92,175.78,104.98,33.43,21.86,91.9288
2011-09-21,1203.6300048828125,1206.300048828125,1166.2099609375,1166.760009765625,4728550000,25.9,173.59,105.43,32.92,22.03,96.92
2011-09-22,1164.550048828125,1164.550048828125,1114.219970703125,1129.56005859375,6703140000,25.876,169.05,106.41,31.13,22.26,106.7
2011-09-23,1128.8199462890625,1141.719970703125,1121.3599853515625,1136.4300537109375,5639930000,25.88,159.8,105.53,31.09,22.2,107.8
2011-09-26,1136.9100341796875,1164.18994140625,1131.0699462890625,1162.949951171875,4762830000,25.89,157.58,105.09,31.47,22.18,104.05
2011-09-27,1163.3199462890625,1195.8599853515625,1163.3199462890625,1175.3800048828125,5548130000,25.89,160.63,104.39,32.37,22.05,102.08
2011-09-28,1175.3900146484375,1184.7099609375,1150.4000244140625,1151.06005859375,4787920000,25.89,156.22,104.41,31.25,22.13,108.6
2011-09-29,1151.739990234375,1175.8699951171875,1139.9300537109375,1160.4000244140625,5285740000,25.7,157.7,104.41,31.97,22.08,106.7
2011-09-30,1159.9300537109375,1159.9300537109375,1131.3399658203125,1131.4200439453125,4416790000,25.72,158.06,105.07,30.49,22.305,114.52
2011-10-03,1131.2099609375,1138.989990234375,1098.9200439453125,1099.22998046875,5670340000,25.72,160.96,105.83,29.74,22.51,121.95
2011-10-04,1097.4200439453125,1125.1199951171875,1074.77001953125,1123.949951171875,3714670000,25.7,157.644,105.29,29.91,22.42,113.45
2011-10-05,1124.030029296875,1146.0699462890625,1115.6800537109375,1144.030029296875,2510620000,25.774,159.46,104.85,30.84,22.35,107.66
2011-10-06,1144.1099853515625,1165.550048828125,1134.949951171875,1164.969970703125,5098330000,25.77,160.49,104.12,31.98,22.21,105.86
2011-10-07,1165.030029296875,1171.4000244140625,1150.260009765625,1155.4599609375,5580380000,25.73,159.18,103.58,32.04,22.27,107.78
2011-10-10,1158.1500244140625,1194.9100341796875,1158.1500244140625,1194.8900146484375,4446800000,25.76,163.266,102.49,33.24,21.92,99.96
2011-10-11,1194.5999755859375,1199.239990234375,1187.300048828125,1195.5400390625,4424500000,25.768,162.1,102.83,33.01,21.9,98.77
2011-10-12,1196.18994140625,1220.25,1196.18994140625,1207.25,5355360000,25.76,163.26,102.48,32.92,21.76,92.1
2011-10-13,1206.9599609375,1207.4599609375,1190.5799560546875,1203.6600341796875,4436270000,25.8,162.3,102.89,32.65,21.75,91.92
2011-10-14,1205.6500244140625,1224.6099853515625,1205.6500244140625,1224.5799560546875,4116690000,25.8,163.4,102.38,33.87,21.65,86.57
